question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,TP,FP,FN,entity_type,TN,precision,recall,f1
What is the occupation of Mr. Moscheles?,composer; conductor; pianist; pedagogue; violinist; university teacher; musicologist; music educator; diarist,"This Edition has been revised, and Passages for the additional Keys arranged for Piano Fortes up to C, by Mr. Moscheles.",Mr. Moscheles,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mr. Moscheles""
Sentence: ""This Edition has been revised, and Passages for the additional Keys arranged for Piano Fortes up to C, by Mr. Moscheles.""
Question: ""What is the occupation of Mr. Moscheles?""

Answer:",pianist; music editor; composer; piano teacher,Q159551,person,Q36834;Q158852;Q486748;Q1231865;Q1259917;Q1622272;Q14915627;Q16145150;Q18939491,Q486748;Q6941738;Q36834;Q17303149,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of John Parry?,musician,The exquisite drollery of Levassor and John Parry were highly relished.,John Parry,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""John Parry""
Sentence: ""The exquisite drollery of Levassor and John Parry were highly relished.""
Question: ""What is the occupation of John Parry?""

Answer:","I cannot determine a specific occupation for John Parry from the given sentence. The sentence mentions John Parry in a social or recreational context, not a professional one.",Q3399352,person,Q639669,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Dr. Bridge?,composer; conductor; organist; music professor,"The reception of the work was most enthusiastic, Dr. Bridge receiving quite an ovation at the close of the Oratorio.",Dr. Bridge,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Dr. Bridge""
Sentence: ""The reception of the work was most enthusiastic, Dr. Bridge receiving quite an ovation at the close of the Oratorio.""
Question: ""What is the occupation of Dr. Bridge?""

Answer:",conductor; musical director; choir master; music educator,Q5497415,person,Q36834;Q158852;Q765778;Q81759238,Q228422;Q1198887;Q42227156;Q16145150,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Bellini?,composer,"The Societa Filodramatica is about to produce Bellini’s opera, I Montecchi e Capuleti.",Bellini,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Bellini""
Sentence: ""The Societa Filodramatica is about to produce Bellini’s opera, I Montecchi e Capuleti.""
Question: ""What is the occupation of Bellini?""

Answer:",composer; librettist; musician,Q170209,person,Q36834,Q36834;Q8178443;Q639669,1,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Madame Pasta?,opera singer,"we are moved only by admiration of the talents of Madame Pasta or Mademoiselle Sontag, displayed in executing the innumerable flights, arpeggios, and cadenzas which are allotted to them.",Madame Pasta,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Madame Pasta""
Sentence: ""we are moved only by admiration of the talents of Madame Pasta or Mademoiselle Sontag, displayed in executing the innumerable flights, arpeggios, and cadenzas which are allotted to them.""
Question: ""What is the occupation of Madame Pasta?""

Answer:",singer; virtuoso; performer,Q240963,person,Q2865819,Q177220;Q214970;Q11615883,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Mademoiselle Sontag?,vocalist; opera singer,"we are moved only by admiration of the talents of Madame Pasta or Mademoiselle Sontag, displayed in executing the innumerable flights, arpeggios, and cadenzas which are allotted to them.",Mademoiselle Sontag,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mademoiselle Sontag""
Sentence: ""we are moved only by admiration of the talents of Madame Pasta or Mademoiselle Sontag, displayed in executing the innumerable flights, arpeggios, and cadenzas which are allotted to them.""
Question: ""What is the occupation of Mademoiselle Sontag?""

Answer:",soprano; opera singer; concert performer,Q64098,person,Q2643890;Q2865819,Q2865819,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Ramsay?,writer; poet; librarian; librettist,"Ramsay was an acute observer of the character and manners of the Scottish peasantry, and has produced many pleasing and humorous sketches of the habits and sentiments peculiar to that race.",Ramsay,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Ramsay""
Sentence: ""Ramsay was an acute observer of the character and manners of the Scottish peasantry, and has produced many pleasing and humorous sketches of the habits and sentiments peculiar to that race.""
Question: ""What is the occupation of Ramsay?""

Answer:",author; historian; artist; social commentator,Q654775,person,Q36180;Q49757;Q182436;Q8178443,Q482980;Q201788;Q847689,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Mr. Willert Beale?,writer; barrister; music journalist,"To Mr. Willert Beale, the founder of these meetings, 8.",Mr. Willert Beale,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mr. Willert Beale""
Sentence: ""To Mr. Willert Beale, the founder of these meetings, 8.""
Question: ""What is the occupation of Mr. Willert Beale?""

Answer:",The given sentence does not provide sufficient information to determine the occupation of Mr. Willert Beale.,Q7795125,person,Q36180;Q808967;Q20669622,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Handel?,composer; organist; impresario; violinist; university teacher; harpsichordist; opera composer,", ee OF the principles adopted by Handel in his employment of such phrases, 1 hope I have given a clear and sufficient demonstration in my last letter.",Handel,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Handel""
Sentence: "", ee OF the principles adopted by Handel in his employment of such phrases, 1 hope I have given a clear and sufficient demonstration in my last letter.""
Question: ""What is the occupation of Handel?""

Answer:",composer; conductor; virtuoso; accompanist; organist; keyboardist,Q7302,person,Q36834;Q765778;Q943995;Q1259917;Q1622272;Q5371902;Q21680731,Q36834;Q228422;Q214970;Q29448653;Q765778;Q1075651,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Franz Liszt?,writer; composer; conductor; virtuoso; Catholic priest; pianist; music educator; classical composer,"Franz Liszt played this piece once with such mighty power and passion, such eloquence and truth, as I never heard before, probably never shall hear again.",Franz Liszt,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Franz Liszt""
Sentence: ""Franz Liszt played this piece once with such mighty power and passion, such eloquence and truth, as I never heard before, probably never shall hear again.""
Question: ""What is the occupation of Franz Liszt?""

Answer:",pianist; composer; conductor; music teacher,Q41309,person,Q36180;Q36834;Q158852;Q214970;Q250867;Q486748;Q16145150;Q21680663,Q486748;Q36834;Q228422;Q2675537,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Bellini?,composer,"3- SEVEN VOCAL DUETS, by Bellini, S. Glover, Macfarren, Donizetti, & c..",Bellini,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Bellini""
Sentence: ""3- SEVEN VOCAL DUETS, by Bellini, S. Glover, Macfarren, Donizetti, & c..""
Question: ""What is the occupation of Bellini?""

Answer:",composer; librettist; music teacher; impresario; conductor; pianist,Q170209,person,Q36834,Q36834;Q8178443;Q2675537;Q17994313;Q228422;Q486748,1,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Macfarren?,composer; conductor; university teacher; musicologist; music theorist; music educator; theorist,"3- SEVEN VOCAL DUETS, by Bellini, S. Glover, Macfarren, Donizetti, & c..",Macfarren,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Macfarren""
Sentence: ""3- SEVEN VOCAL DUETS, by Bellini, S. Glover, Macfarren, Donizetti, & c..""
Question: ""What is the occupation of Macfarren?""

Answer:","composer; musician; conductor; music teacher; musicologist

 (Semicolon-separated list of possible occupations for the person ""Macfarren"" based on the given sentence: ""3- SEVEN VOCAL DUETS, by Bellini, S. Glover, Macfarren, Donizetti, & c.."". The person Macfarren is likely a composer, musician, conductor, music teacher, and musicologist, given the context of the sentence.)",Q1374708,person,Q36834;Q158852;Q1622272;Q14915627;Q16031530;Q16145150;Q18931911,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Donizetti?,composer,"3- SEVEN VOCAL DUETS, by Bellini, S. Glover, Macfarren, Donizetti, & c..",Donizetti,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Donizetti""
Sentence: ""3- SEVEN VOCAL DUETS, by Bellini, S. Glover, Macfarren, Donizetti, & c..""
Question: ""What is the occupation of Donizetti?""

Answer:",composer; opera singer; librettist; conductor; pianist; vocal coach; impresario,Q101698,person,Q36834,Q36834;Q2865819;Q8178443;Q228422;Q486748;Q20971450;Q17994313,1,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Mr. William Laidlaw?,poet,", Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.",Mr. William Laidlaw,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mr. William Laidlaw""
Sentence: "", Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.""
Question: ""What is the occupation of Mr. William Laidlaw?""

Answer:","vice-chairman; executive

These titles are based on the context of a meeting or organizational setting, as indicated by the presence of a president and the actions of occupying a chair and serving as a vice-chairman. It is important to note that the exact titles may vary depending on the specific organization or cultural context.",Q8014247,person,Q49757,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Capron?,composer,"In 1760 he sent him to Paris, and he there took lessons of Capron, and at the same time studied composition under Gossec.",Capron,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Capron""
Sentence: ""In 1760 he sent him to Paris, and he there took lessons of Capron, and at the same time studied composition under Gossec.""
Question: ""What is the occupation of Capron?""

Answer:",music teacher; composer,Q120697,person,Q36834,Q2675537;Q36834,1,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Gossec?,composer; conductor; violinist,"In 1760 he sent him to Paris, and he there took lessons of Capron, and at the same time studied composition under Gossec.",Gossec,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Gossec""
Sentence: ""In 1760 he sent him to Paris, and he there took lessons of Capron, and at the same time studied composition under Gossec.""
Question: ""What is the occupation of Gossec?""

Answer:",composer; music teacher,Q313667,person,Q36834;Q158852;Q1259917,Q36834;Q2675537,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Maestro del Fante?,composer,"The church of Santa Maria Maggiore, the third in rank, had as chapel master the Maestro del Fante, who has now been dead some years.",Maestro del Fante,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Maestro del Fante""
Sentence: ""The church of Santa Maria Maggiore, the third in rank, had as chapel master the Maestro del Fante, who has now been dead some years.""
Question: ""What is the occupation of Maestro del Fante?""

Answer:",chapel master; musician; composer or choir director,Q18416097,person,Q36834,Q639669,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of C. Novello?,opera singer,"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.",C. Novello,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""C. Novello""
Sentence: ""The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.""
Question: ""What is the occupation of C. Novello?""

Answer:",soprano; musician; composer; music publisher,Q4322567,person,Q2865819,Q639669;Q36834;Q222836,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Rainforth?,opera singer,"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.",Rainforth,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Rainforth""
Sentence: ""The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.""
Question: ""What is the occupation of Rainforth?""

Answer:",vocalist; singer,Q17355767,person,Q2865819,Q2643890;Q177220,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Alfred Shaw?,opera singer,"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.",Alfred Shaw,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Alfred Shaw""
Sentence: ""The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.""
Question: ""What is the occupation of Alfred Shaw?""

Answer:",singer; vocalist,Q3291051,person,Q2865819,Q177220;Q2643890,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Braham?,opera singer,"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.",Braham,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Braham""
Sentence: ""The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.""
Question: ""What is the occupation of Braham?""

Answer:",singer; vocalist,Q1699393,person,Q2865819,Q177220;Q2643890,0,0,1,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Bennett?,composer; conductor; pianist; university teacher; music educator,"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.",Bennett,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Bennett""
Sentence: ""The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood.""
Question: ""What is the occupation of Bennett?""

Answer:",singer; vocalist; tenor; baritone; bass-baritone; bass; countertenor; basso profondo; oratorio soloist; chorister; opera singer; cantor; recitalist; glee club singer,Q201164,person,Q36834;Q158852;Q486748;Q1622272;Q16145150,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Francoeur?,composer; conductor,"Francoeur was born at Paris, in 1698, and is mentioned as having belonged.",Francoeur,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Francoeur""
Sentence: ""Francoeur was born at Paris, in 1698, and is mentioned as having belonged.""
Question: ""What is the occupation of Francoeur?""

Answer:","I cannot determine the occupation of Francoeur from the given sentence. The sentence mentions that Francoeur ""belonged"" but it does not specify what he belonged to, and thus I cannot determine his occupation.",Q1396905,person,Q36834;Q158852,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Mozart?,composer; pianist; musician; organist; violinist; music educator,"Now let our readers take the finale of any opera by Mozart, of the Fidelio by Beethoven, and compare it side by side with the finale by Wagner.",Mozart,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Mozart""
Sentence: ""Now let our readers take the finale of any opera by Mozart, of the Fidelio by Beethoven, and compare it side by side with the finale by Wagner.""
Question: ""What is the occupation of Mozart?""

Answer:",composer; pianist; conductor; child prodigy,Q254,person,Q36834;Q486748;Q639669;Q765778;Q1259917;Q16145150,Q36834;Q486748;Q228422,0,1,0,0,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
What is the occupation of Beethoven?,composer,"Now let our readers take the finale of any opera by Mozart, of the Fidelio by Beethoven, and compare it side by side with the finale by Wagner.",Beethoven,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Beethoven""
Sentence: ""Now let our readers take the finale of any opera by Mozart, of the Fidelio by Beethoven, and compare it side by side with the finale by Wagner.""
Question: ""What is the occupation of Beethoven?""

Answer:",composer; pianist; conductor; impresario; soloist; orchestra founder; choir director; instrumentalist; virtuoso; music teacher,Q255,person,Q36834,,0,0,0,1,QID,0,0.7747093023255814,0.6263219741480611,0.6926575698505523
