retriever,question,gold_answer,document,span,retrieved_context_ids,retrieved_context_texts,complete_prompt,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,TP,FP,FN,entity_type,TN,gold_years,linked_years,common_years,precision,recall,f1
contriever,What is the date of birth of Mr. Wyke?,,"Mr. Wyke’s song, and the overtures to Zauberfiote and Massaniello, deserve praise.",Mr. Wyke,"['TheMusicalWorld_1843-038.txt_p139', 'TheQuarterlyMusicalMagazineAndReview_1825-025.txt_p796', 'TheHarmonicon_1832-012.txt_p1211']","['Miss Bregazzi was heard for the first time in Leicester. Her voice is a mezzo-suprano, not unlike that of Mrs. Alfred Shaw. Her manner and style of singing are very prepossessing. Mr. Wyke’s song, and the overtures to Zauberfiote and Massaniello, deserve praise. Of the finale, “ Viva Fictoria,’’ all we would say is, the performance was correct.', 'OvERTURE—*“ L’Inganno fortunato.’”— Rossini.', 'Concerning the German operas, the following i is Mr. C.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Mr. Wyke""
Sentence: ""Mr. Wyke’s song, and the overtures to Zauberfiote and Massaniello, deserve praise.""
Context:
{'TheMusicalWorld_1843-038.txt_p139': 'Miss Bregazzi was heard for the first time in Leicester. Her voice is a mezzo-suprano, not unlike that of Mrs. Alfred Shaw. Her manner and style of singing are very prepossessing. Mr. Wyke’s song, and the overtures to Zauberfiote and Massaniello, deserve praise. Of the finale, “ Viva Fictoria,’’ all we would say is, the performance was correct.', 'TheQuarterlyMusicalMagazineAndReview_1825-025.txt_p796': 'OvERTURE—*“ L’Inganno fortunato.’”— Rossini.', 'TheHarmonicon_1832-012.txt_p1211': 'Concerning the German operas, the following i is Mr. C.'}
Question: ""What is the date of birth of Mr. Wyke?""

Answer:","Sorry, but the sentence and provided context do not give information about Mr. Wyke's date of birth.",NIL,person,,,0,0,0,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of M. Amme?,,"On the 15th February, M. Amme gave a concert here.",M. Amme,"['TheHarmonicon_1833-005.txt_p1021', 'TheHarmonicon_1833-005.txt_p1497', 'TheHarmonicon_1833-005.txt_p545']","['On the 15th February, M. Amme gave a concert here.', 'On the 15th February, M. Amme gave a concert here.', 'On the 15th February, M. Amme gave a concert here.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""M. Amme""
Sentence: ""On the 15th February, M. Amme gave a concert here.""
Context:
{'TheHarmonicon_1833-005.txt_p1021': 'On the 15th February, M. Amme gave a concert here.', 'TheHarmonicon_1833-005.txt_p1497': 'On the 15th February, M. Amme gave a concert here.', 'TheHarmonicon_1833-005.txt_p545': 'On the 15th February, M. Amme gave a concert here.'}
Question: ""What is the date of birth of M. Amme?""

Answer:",Unable to determine.,NIL,person,,,0,0,0,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Richard Clarke?,,"letter of Richard Clarke to the Worshipful Company of Merchant Taylors, dedicating his work, entitled",Richard Clarke,"['TheMusicalTimes_1876-402.txt_p647', 'TheMusicalWorld_1844-006.txt_p302', 'TheHarmonicon_1832-012.txt_p632']","['Extracts from a MS. letter of Richard Clarke to the Worshipful Company of Merchant Taylors, dedicating his work, entitled ** An account of the National Anthem,” to them. ‘ *“ Gentlemen,—In the year 1822 I had the honour of dedicating my account of the National Anthem to the Worshipful Company of Merchant Taylors, and stated that it was written and composed at their request by Ben Johnson and Dr. Bull, and fitst sung in their Hall 1607.', 'Printed and Published by BENJAMIN CLARKE, of Upper Wharton Street, Pentonville, at 1 14, Dudley Court, Silver Street, in the City of London. Thursday, February 8, 1844.', 'Clarke was so unfortunate as to be under the influence of a hopeless but unconquerable passion for a very beautiful .']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Richard Clarke""
Sentence: ""letter of Richard Clarke to the Worshipful Company of Merchant Taylors, dedicating his work, entitled""
Context:
{'TheMusicalTimes_1876-402.txt_p647': 'Extracts from a MS. letter of Richard Clarke to the Worshipful Company of Merchant Taylors, dedicating his work, entitled ** An account of the National Anthem,” to them. ‘ *“ Gentlemen,—In the year 1822 I had the honour of dedicating my account of the National Anthem to the Worshipful Company of Merchant Taylors, and stated that it was written and composed at their request by Ben Johnson and Dr. Bull, and fitst sung in their Hall 1607.', 'TheMusicalWorld_1844-006.txt_p302': 'Printed and Published by BENJAMIN CLARKE, of Upper Wharton Street, Pentonville, at 1 14, Dudley Court, Silver Street, in the City of London. Thursday, February 8, 1844.', 'TheHarmonicon_1832-012.txt_p632': 'Clarke was so unfortunate as to be under the influence of a hopeless but unconquerable passion for a very beautiful .'}
Question: ""What is the date of birth of Richard Clarke?""

Answer:",1760-12-15T00:00:00Z,NIL,person,1780,1760-12-15,0,1,1,NIL,0,1780,1760,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Walter j. kiey?,,"Walter j. kiey, Conductor of the Railway Clearing House Musical Society+. — —Mr.",Walter j. kiey,"['TheMusicalTimes_1875-388.txt_p735', 'TheMusicalTimes_1875-388.txt_p849', 'TheMusicalTimes_1875-388.txt_p661']","['O MUSIC PUBLISHERS.—WANTED, for a genteel YOUTH, 16 years of age, a SITUATION in the above line. Plays the pianoforte well. Address A. B.,75, Albert-road, Kilburn.', 'THE MUSICAL TIMES.—June 1, 1875.', 'THE MUSICAL TIMES.—June 1, 1875.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Walter j. kiey""
Sentence: ""Walter j. kiey, Conductor of the Railway Clearing House Musical Society+. — —Mr.""
Context:
{'TheMusicalTimes_1875-388.txt_p735': 'O MUSIC PUBLISHERS.—WANTED, for a genteel YOUTH, 16 years of age, a SITUATION in the above line. Plays the pianoforte well. Address A. B.,75, Albert-road, Kilburn.', 'TheMusicalTimes_1875-388.txt_p849': 'THE MUSICAL TIMES.—June 1, 1875.', 'TheMusicalTimes_1875-388.txt_p661': 'THE MUSICAL TIMES.—June 1, 1875.'}
Question: ""What is the date of birth of Walter j. kiey?""

Answer:",There's no sufficient context to determine the exact date of birth of Walter j. kiey.,NIL,person,NIL,,0,0,0,NIL,1,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Dr. Spark?,,Organ Recital was recently given in S. Peter’s Church by Dr. Spark.,Dr. Spark,"['TheMusicalTimes_1876-402.txt_p714', 'TheMusicalTimes_1876-402.txt_p720', 'TheMusicalTimes_1876-402.txt_p721']","['BLackpurN.—An Organ Recital was recently given in S. Peter’s Church by Dr. Spark. The programme was well selected and greatly enjoyed by the large audience assembled.', 'Lrgps.—Dr. Spark concluded his Spring season of Organ Recitals in the Town Hail on the last Tuesday afternoon in June. There was alarge attendance, and the hearty applause showed that the music performed was thoroughly appreciated. “During the season Dr.', 'Spark has introduced a larger number of novelties than usual; indeed, there is scarcely a new piece of any importance either written for the organ, or which can be transcribed for that instrument, which he has not brought forward.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Dr. Spark""
Sentence: ""Organ Recital was recently given in S. Peter’s Church by Dr. Spark.""
Context:
{'TheMusicalTimes_1876-402.txt_p714': 'BLackpurN.—An Organ Recital was recently given in S. Peter’s Church by Dr. Spark. The programme was well selected and greatly enjoyed by the large audience assembled.', 'TheMusicalTimes_1876-402.txt_p720': 'Lrgps.—Dr. Spark concluded his Spring season of Organ Recitals in the Town Hail on the last Tuesday afternoon in June. There was alarge attendance, and the hearty applause showed that the music performed was thoroughly appreciated. “During the season Dr.', 'TheMusicalTimes_1876-402.txt_p721': 'Spark has introduced a larger number of novelties than usual; indeed, there is scarcely a new piece of any importance either written for the organ, or which can be transcribed for that instrument, which he has not brought forward.'}
Question: ""What is the date of birth of Dr. Spark?""

Answer:","Unfortunately, the provided context does not specify the date of birth of Dr. Spark. However, if this information is required, further research or different context may be needed to find it.",NIL,person,,,0,0,0,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Messrs. Lewis?,,"A new organ, with four manuals, has been ordered from Messrs. Lewis.",Messrs. Lewis,"['TheMusicalTimes_1873-366.txt_p583', 'TheMusicalTimes_1873-366.txt_p312', 'TheMusicalTimes_1876-397.txt_p186']","[""Musicus.—Write to Oxford or Cambridge University for an answer to the first question, and for the second to the Secretary of the College of Organists, 41, Queen's Square, Bloomsbury."", 'WANTED for St. Mary’s Chapel, Park-street, Grosvenor-square. For particulars, apply to the Organist, after Morning Service.', 'FoR SALE, a full-toned ORGAN, one manual and pedals; containing open ft., lieblich 8 ft., salicional 8 ft., flute 4 ft., octave 4 ft., Hautina 2 ft., and sub-bass 16 ft. Apply to Messrs. T. C., Lewis and Co., Shepherd’s-lane, Brixton, S.W.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Messrs. Lewis""
Sentence: ""A new organ, with four manuals, has been ordered from Messrs. Lewis.""
Context:
{'TheMusicalTimes_1873-366.txt_p583': ""Musicus.—Write to Oxford or Cambridge University for an answer to the first question, and for the second to the Secretary of the College of Organists, 41, Queen's Square, Bloomsbury."", 'TheMusicalTimes_1873-366.txt_p312': 'WANTED for St. Mary’s Chapel, Park-street, Grosvenor-square. For particulars, apply to the Organist, after Morning Service.', 'TheMusicalTimes_1876-397.txt_p186': 'FoR SALE, a full-toned ORGAN, one manual and pedals; containing open ft., lieblich 8 ft., salicional 8 ft., flute 4 ft., octave 4 ft., Hautina 2 ft., and sub-bass 16 ft. Apply to Messrs. T. C., Lewis and Co., Shepherd’s-lane, Brixton, S.W.'}
Question: ""What is the date of birth of Messrs. Lewis?""

Answer:",Unable to determine the date of birth of Messrs. Lewis from the provided context.,NIL,person,1833,,0,0,1,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of J. F. Walmisley?,,"+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....",J. F. Walmisley,"['TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p609', 'TheMusicalTimes_1873-366.txt_p871', 'TheMusicalTimes_1876-397.txt_p585']","['All composed by T. F. Walmisley.', 'g. “ Fairy revels""... . . yth =, . OF', '\\) wo \x0c The ) Musical Times, THE LAST WILD ROSE. March 1, 1876.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""J. F. Walmisley""
Sentence: ""+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....""
Context:
{'TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p609': 'All composed by T. F. Walmisley.', 'TheMusicalTimes_1873-366.txt_p871': 'g. “ Fairy revels""... . . yth =, . OF', 'TheMusicalTimes_1876-397.txt_p585': '\\) wo \x0c The ) Musical Times, THE LAST WILD ROSE. March 1, 1876.'}
Question: ""What is the date of birth of J. F. Walmisley?""

Answer:",1762-07-11T00:00:00Z,NIL,person,1783,1762-07-11,0,1,1,NIL,0,1783,1762,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Mr. J. Jones?,,"Mr. J. Jones presided at the harmonium, and Mr. F. C. Watkins conducted.",Mr. J. Jones,"['TheMusicalTimes_1875-388.txt_p314', 'TheMusicalWorld_1843-036.txt_p97', 'TheMusicalTimes_1876-397.txt_p904']","['of CHURCH MUSIC, LONDON.—The next EXAMINATION forS.C.F. and other Fellowships and Associateships, Harmony Prize, &c., will be held July 6.and7. Particulars may be had of H. J.', 'To the Editor of the “* Musical World.” Sept. 2, 1843.', 'K YANTED, a Copy of HOLFORD’S PSALMODY, without the Supplement. State price to J. F. Jones and Co., General Music Warehouse, 44, Corporation-street, Manchester.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Mr. J. Jones""
Sentence: ""Mr. J. Jones presided at the harmonium, and Mr. F. C. Watkins conducted.""
Context:
{'TheMusicalTimes_1875-388.txt_p314': 'of CHURCH MUSIC, LONDON.—The next EXAMINATION forS.C.F. and other Fellowships and Associateships, Harmony Prize, &c., will be held July 6.and7. Particulars may be had of H. J.', 'TheMusicalWorld_1843-036.txt_p97': 'To the Editor of the “* Musical World.” Sept. 2, 1843.', 'TheMusicalTimes_1876-397.txt_p904': 'K YANTED, a Copy of HOLFORD’S PSALMODY, without the Supplement. State price to J. F. Jones and Co., General Music Warehouse, 44, Corporation-street, Manchester.'}
Question: ""What is the date of birth of Mr. J. Jones?""

Answer:","I'm sorry, but the provided sentence and context do not contain enough information to determine the exact date of birth of Mr. J. Jones. Additional historical records or biographical information would be necessary to determine his date of birth accurately.",NIL,person,,,0,0,0,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Mr. F. C. Watkins?,,"Mr. J. Jones presided at the harmonium, and Mr. F. C. Watkins conducted.",Mr. F. C. Watkins,"['TheMusicalTimes_1875-388.txt_p314', 'TheHarmonicon_1832-012.txt_p1211', 'TheHarmonicon_1832-012.txt_p305']","['of CHURCH MUSIC, LONDON.—The next EXAMINATION forS.C.F. and other Fellowships and Associateships, Harmony Prize, &c., will be held July 6.and7. Particulars may be had of H. J.', 'Concerning the German operas, the following i is Mr. C.', 'Concerning the German operas, the following i is Mr. C.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Mr. F. C. Watkins""
Sentence: ""Mr. J. Jones presided at the harmonium, and Mr. F. C. Watkins conducted.""
Context:
{'TheMusicalTimes_1875-388.txt_p314': 'of CHURCH MUSIC, LONDON.—The next EXAMINATION forS.C.F. and other Fellowships and Associateships, Harmony Prize, &c., will be held July 6.and7. Particulars may be had of H. J.', 'TheHarmonicon_1832-012.txt_p1211': 'Concerning the German operas, the following i is Mr. C.', 'TheHarmonicon_1832-012.txt_p305': 'Concerning the German operas, the following i is Mr. C.'}
Question: ""What is the date of birth of Mr. F. C. Watkins?""

Answer:",Unable to determine the date of birth based on the provided context.,NIL,person,,,0,0,0,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Count de Clermont?,,"He superintended the music of the Count de Clermont until his death, which took place in 1768.",Count de Clermont,"['TheMusicalTimes_1876-402.txt_p637', 'TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p254', 'TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p225']","['You will perceive that I name the composer at once, hoping that the evidence I shall bring forward, and which I shall give with references, will justify the assumption I', 'Marliere, a most excellent bassoon player, who died at an early age. He lived in the present century. .', 'Blaise, bassoon at the Theatre Italien at Paris. In 1759 he composed a charming comic opera, called Isabella and Gertrude, for the theatre of Favart, which M. Paccini re-set to music in 1808...']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Count de Clermont""
Sentence: ""He superintended the music of the Count de Clermont until his death, which took place in 1768.""
Context:
{'TheMusicalTimes_1876-402.txt_p637': 'You will perceive that I name the composer at once, hoping that the evidence I shall bring forward, and which I shall give with references, will justify the assumption I', 'TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p254': 'Marliere, a most excellent bassoon player, who died at an early age. He lived in the present century. .', 'TheQuarterlyMusicalMagazineAndReview_1824-022.txt_p225': 'Blaise, bassoon at the Theatre Italien at Paris. In 1759 he composed a charming comic opera, called Isabella and Gertrude, for the theatre of Favart, which M. Paccini re-set to music in 1808...'}
Question: ""What is the date of birth of Count de Clermont?""

Answer:",Unable to determine the date of birth of Count de Clermont based on the provided inputs.,NIL,person,,,0,0,0,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
contriever,What is the date of birth of Skinner?,,"The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.",Skinner,"['TheHarmonicon_1828-001.txt_p307', 'TheHarmonicon_1828-001.txt_p1131', 'TheHarmonicon_1828-001.txt_p719']","['It is thirty years since the editor of the work before us engaged Burns to write new verses to the Scottish melodies. The poet entered at once into the ideas of his correspondent, respecting the want of such poetry, and it is generally known with what enthusiasm he embarked in the undertaking, and to what a magnificent body of national song that -enthusiasm gave birth. The poet’s untimely death left the work far from being completed; but the editor has since availed himself so effectually of the aid of all the great song-writers of the present day, (Moore only excepted, whose assistance, on account of his own undertakings, was out of the question,) that all the vaJuable Scottish melodies may now be considered as being provided with good and suitable poetry. We cannot give a more correct account of the poetical part of the work, than is contained in a brief statement in the preface to the present edition. ‘‘ The poetry in these volumes,” says the Editor, “‘ comprises the most select and complete collection of songs ever offered to the public; a very large portion of which were written, at the solicitation of the Editor, expressly for this work, by Robert Burns; and, after his lamented death, by Sir’ Walter Scott, Professor Smyth, and Joanna Baillie. The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.” In so great and various a work, occasional failures in execution must necessarily have occurred, and might be pointed out; but they are as few and unimportant as eould possibly have been expected; and we therefore have no disposition to make them the subject of minute criticism.', 'It is thirty years since the editor of the work before us engaged Burns to write new verses to the Scottish melodies. The poet entered at once into the ideas of his correspondent, respecting the want of such poetry, and it is generally known with what enthusiasm he embarked in the undertaking, and to what a magnificent body of national song that -enthusiasm gave birth. The poet’s untimely death left the work far from being completed; but the editor has since availed himself so effectually of the aid of all the great song-writers of the present day, (Moore only excepted, whose assistance, on account of his own undertakings, was out of the question,) that all the vaJuable Scottish melodies may now be considered as being provided with good and suitable poetry. We cannot give a more correct account of the poetical part of the work, than is contained in a brief statement in the preface to the present edition. ‘‘ The poetry in these volumes,” says the Editor, “‘ comprises the most select and complete collection of songs ever offered to the public; a very large portion of which were written, at the solicitation of the Editor, expressly for this work, by Robert Burns; and, after his lamented death, by Sir’ Walter Scott, Professor Smyth, and Joanna Baillie. The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.” In so great and various a work, occasional failures in execution must necessarily have occurred, and might be pointed out; but they are as few and unimportant as eould possibly have been expected; and we therefore have no disposition to make them the subject of minute criticism.', 'It is thirty years since the editor of the work before us engaged Burns to write new verses to the Scottish melodies. The poet entered at once into the ideas of his correspondent, respecting the want of such poetry, and it is generally known with what enthusiasm he embarked in the undertaking, and to what a magnificent body of national song that -enthusiasm gave birth. The poet’s untimely death left the work far from being completed; but the editor has since availed himself so effectually of the aid of all the great song-writers of the present day, (Moore only excepted, whose assistance, on account of his own undertakings, was out of the question,) that all the vaJuable Scottish melodies may now be considered as being provided with good and suitable poetry. We cannot give a more correct account of the poetical part of the work, than is contained in a brief statement in the preface to the present edition. ‘‘ The poetry in these volumes,” says the Editor, “‘ comprises the most select and complete collection of songs ever offered to the public; a very large portion of which were written, at the solicitation of the Editor, expressly for this work, by Robert Burns; and, after his lamented death, by Sir’ Walter Scott, Professor Smyth, and Joanna Baillie. The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.” In so great and various a work, occasional failures in execution must necessarily have occurred, and might be pointed out; but they are as few and unimportant as eould possibly have been expected; and we therefore have no disposition to make them the subject of minute criticism.']","Your task is to determine the date of birth of a given person occurring in a given sentence based on some provided relevant context. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Skinner""
Sentence: ""The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.""
Context:
{'TheHarmonicon_1828-001.txt_p307': 'It is thirty years since the editor of the work before us engaged Burns to write new verses to the Scottish melodies. The poet entered at once into the ideas of his correspondent, respecting the want of such poetry, and it is generally known with what enthusiasm he embarked in the undertaking, and to what a magnificent body of national song that -enthusiasm gave birth. The poet’s untimely death left the work far from being completed; but the editor has since availed himself so effectually of the aid of all the great song-writers of the present day, (Moore only excepted, whose assistance, on account of his own undertakings, was out of the question,) that all the vaJuable Scottish melodies may now be considered as being provided with good and suitable poetry. We cannot give a more correct account of the poetical part of the work, than is contained in a brief statement in the preface to the present edition. ‘‘ The poetry in these volumes,” says the Editor, “‘ comprises the most select and complete collection of songs ever offered to the public; a very large portion of which were written, at the solicitation of the Editor, expressly for this work, by Robert Burns; and, after his lamented death, by Sir’ Walter Scott, Professor Smyth, and Joanna Baillie. The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.” In so great and various a work, occasional failures in execution must necessarily have occurred, and might be pointed out; but they are as few and unimportant as eould possibly have been expected; and we therefore have no disposition to make them the subject of minute criticism.', 'TheHarmonicon_1828-001.txt_p1131': 'It is thirty years since the editor of the work before us engaged Burns to write new verses to the Scottish melodies. The poet entered at once into the ideas of his correspondent, respecting the want of such poetry, and it is generally known with what enthusiasm he embarked in the undertaking, and to what a magnificent body of national song that -enthusiasm gave birth. The poet’s untimely death left the work far from being completed; but the editor has since availed himself so effectually of the aid of all the great song-writers of the present day, (Moore only excepted, whose assistance, on account of his own undertakings, was out of the question,) that all the vaJuable Scottish melodies may now be considered as being provided with good and suitable poetry. We cannot give a more correct account of the poetical part of the work, than is contained in a brief statement in the preface to the present edition. ‘‘ The poetry in these volumes,” says the Editor, “‘ comprises the most select and complete collection of songs ever offered to the public; a very large portion of which were written, at the solicitation of the Editor, expressly for this work, by Robert Burns; and, after his lamented death, by Sir’ Walter Scott, Professor Smyth, and Joanna Baillie. The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.” In so great and various a work, occasional failures in execution must necessarily have occurred, and might be pointed out; but they are as few and unimportant as eould possibly have been expected; and we therefore have no disposition to make them the subject of minute criticism.', 'TheHarmonicon_1828-001.txt_p719': 'It is thirty years since the editor of the work before us engaged Burns to write new verses to the Scottish melodies. The poet entered at once into the ideas of his correspondent, respecting the want of such poetry, and it is generally known with what enthusiasm he embarked in the undertaking, and to what a magnificent body of national song that -enthusiasm gave birth. The poet’s untimely death left the work far from being completed; but the editor has since availed himself so effectually of the aid of all the great song-writers of the present day, (Moore only excepted, whose assistance, on account of his own undertakings, was out of the question,) that all the vaJuable Scottish melodies may now be considered as being provided with good and suitable poetry. We cannot give a more correct account of the poetical part of the work, than is contained in a brief statement in the preface to the present edition. ‘‘ The poetry in these volumes,” says the Editor, “‘ comprises the most select and complete collection of songs ever offered to the public; a very large portion of which were written, at the solicitation of the Editor, expressly for this work, by Robert Burns; and, after his lamented death, by Sir’ Walter Scott, Professor Smyth, and Joanna Baillie. The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others.” In so great and various a work, occasional failures in execution must necessarily have occurred, and might be pointed out; but they are as few and unimportant as eould possibly have been expected; and we therefore have no disposition to make them the subject of minute criticism.'}
Question: ""What is the date of birth of Skinner?""

Answer:",The given context does not provide a date of birth for Skinner.,NIL,person,,,0,0,0,NIL,0,,,,0.027777777777777776,0.058823529411764705,0.03773584905660377
